Lower layer Super Output Areas Code,Migrant indicator (5 categories),Observation
E01003079,Migrant from outside the UK: Address one year ago was outside the UK,18
E01003080,Does not apply,18
E01003080,Address one year ago is the same as the address of enumeration,1476
E01003080,Address one year ago is student term-time or boarding school address in the UK,1
E01003080,Migrant from within the UK: Address one year ago was in the UK,172
E01003080,Migrant from outside the UK: Address one year ago was outside the UK,16
E01003081,Does not apply,27
E01003081,Address one year ago is the same as the address of enumeration,1588
E01003081,Address one year ago is student term-time or boarding school address in the UK,7
E01003081,Migrant from within the UK: Address one year ago was in the UK,219
E01003081,Migrant from outside the UK: Address one year ago was outside the UK,17
E01003082,Does not apply,17
E01003082,Address one year ago is the same as the address of enumeration,1225
E01003082,Address one year ago is student term-time or boarding school address in the UK,7
E01003082,Migrant from within the UK: Address one year ago was in the UK,117
E01003082,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003083,Does not apply,23
E01003083,Address one year ago is the same as the address of enumeration,1369
E01003083,Address one year ago is student term-time or boarding school address in the UK,2
E01003083,Migrant from within the UK: Address one year ago was in the UK,137
E01003083,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003084,Does not apply,25
E01003084,Address one year ago is the same as the address of enumeration,1261
E01003084,Address one year ago is student term-time or boarding school address in the UK,6
E01003084,Migrant from within the UK: Address one year ago was in the UK,200
E01003084,Migrant from outside the UK: Address one year ago was outside the UK,14
E01003085,Does not apply,27
E01003085,Address one year ago is the same as the address of enumeration,1598
E01003085,Address one year ago is student term-time or boarding school address in the UK,4
E01003085,Migrant from within the UK: Address one year ago was in the UK,142
E01003085,Migrant from outside the UK: Address one year ago was outside the UK,22
E01003086,Does not apply,15
E01003086,Address one year ago is the same as the address of enumeration,1422
E01003086,Address one year ago is student term-time or boarding school address in the UK,7
E01003086,Migrant from within the UK: Address one year ago was in the UK,104
E01003086,Migrant from outside the UK: Address one year ago was outside the UK,9
E01003087,Does not apply,19
E01003087,Address one year ago is the same as the address of enumeration,1451
E01003087,Address one year ago is student term-time or boarding school address in the UK,4
E01003087,Migrant from within the UK: Address one year ago was in the UK,145
E01003087,Migrant from outside the UK: Address one year ago was outside the UK,25
E01003088,Does not apply,19
E01003088,Address one year ago is the same as the address of enumeration,1258
E01003088,Address one year ago is student term-time or boarding school address in the UK,12
E01003088,Migrant from within the UK: Address one year ago was in the UK,277
E01003088,Migrant from outside the UK: Address one year ago was outside the UK,23
E01003089,Does not apply,19
E01003089,Address one year ago is the same as the address of enumeration,1574
E01003089,Address one year ago is student term-time or boarding school address in the UK,10
E01003089,Migrant from within the UK: Address one year ago was in the UK,299
E01003089,Migrant from outside the UK: Address one year ago was outside the UK,33
E01003090,Does not apply,20
E01003090,Address one year ago is the same as the address of enumeration,1713
E01003090,Address one year ago is student term-time or boarding school address in the UK,31
E01003090,Migrant from within the UK: Address one year ago was in the UK,584
E01003090,Migrant from outside the UK: Address one year ago was outside the UK,39
E01003091,Does not apply,17
E01003091,Address one year ago is the same as the address of enumeration,1393
E01003091,Address one year ago is student term-time or boarding school address in the UK,10
E01003091,Migrant from within the UK: Address one year ago was in the UK,274
E01003091,Migrant from outside the UK: Address one year ago was outside the UK,17
E01003092,Does not apply,25
E01003092,Address one year ago is the same as the address of enumeration,1943
E01003092,Address one year ago is student term-time or boarding school address in the UK,27
E01003092,Migrant from within the UK: Address one year ago was in the UK,321
E01003092,Migrant from outside the UK: Address one year ago was outside the UK,35
E01003093,Does not apply,16
E01003093,Address one year ago is the same as the address of enumeration,1996
E01003093,Address one year ago is student term-time or boarding school address in the UK,9
E01003093,Migrant from within the UK: Address one year ago was in the UK,252
E01003093,Migrant from outside the UK: Address one year ago was outside the UK,23
E01003094,Does not apply,15
E01003094,Address one year ago is the same as the address of enumeration,1175
E01003094,Address one year ago is student term-time or boarding school address in the UK,32
E01003094,Migrant from within the UK: Address one year ago was in the UK,243
E01003094,Migrant from outside the UK: Address one year ago was outside the UK,17
E01003095,Does not apply,29
E01003095,Address one year ago is the same as the address of enumeration,1225
E01003095,Address one year ago is student term-time or boarding school address in the UK,26
E01003095,Migrant from within the UK: Address one year ago was in the UK,335
E01003095,Migrant from outside the UK: Address one year ago was outside the UK,28
E01003096,Does not apply,17
E01003096,Address one year ago is the same as the address of enumeration,1317
E01003096,Address one year ago is student term-time or boarding school address in the UK,50
E01003096,Migrant from within the UK: Address one year ago was in the UK,617
E01003096,Migrant from outside the UK: Address one year ago was outside the UK,93
E01003097,Does not apply,5
E01003097,Address one year ago is the same as the address of enumeration,1293
