Lower layer Super Output Areas Code,Over 30 with no qualifications,Observation
E01003386,Over 30 no qualifications,269
E01003387,Over 30 no qualifications,296
E01003388,Over 30 no qualifications,257
E01003389,Over 30 no qualifications,306
E01003390,Over 30 no qualifications,246
E01003391,Over 30 no qualifications,174
E01003392,Over 30 no qualifications,175
E01003393,Over 30 no qualifications,177
E01003394,Over 30 no qualifications,316
E01003395,Over 30 no qualifications,219
E01003396,Over 30 no qualifications,150
E01003397,Over 30 no qualifications,178
E01003398,Over 30 no qualifications,209
E01003399,Over 30 no qualifications,74
E01003400,Over 30 no qualifications,54
E01003401,Over 30 no qualifications,77
E01003402,Over 30 no qualifications,64
E01003403,Over 30 no qualifications,111
E01003404,Over 30 no qualifications,108
E01003405,Over 30 no qualifications,340
E01003406,Over 30 no qualifications,200
E01003407,Over 30 no qualifications,184
E01003408,Over 30 no qualifications,182
E01003409,Over 30 no qualifications,290
E01003410,Over 30 no qualifications,224
E01003411,Over 30 no qualifications,249
E01003412,Over 30 no qualifications,246
E01003413,Over 30 no qualifications,236
E01003414,Over 30 no qualifications,251
E01003415,Over 30 no qualifications,296
E01003416,Over 30 no qualifications,221
E01003417,Over 30 no qualifications,218
E01003418,Over 30 no qualifications,213
E01003419,Over 30 no qualifications,236
E01003420,Over 30 no qualifications,166
E01003421,Over 30 no qualifications,165
E01003422,Over 30 no qualifications,214
E01003423,Over 30 no qualifications,86
E01003424,Over 30 no qualifications,73
E01003425,Over 30 no qualifications,94
E01003426,Over 30 no qualifications,146
E01003427,Over 30 no qualifications,231
E01003428,Over 30 no qualifications,73
E01003429,Over 30 no qualifications,204
E01003430,Over 30 no qualifications,257
E01003431,Over 30 no qualifications,240
E01003432,Over 30 no qualifications,247
E01003433,Over 30 no qualifications,268
E01003434,Over 30 no qualifications,199
E01003435,Over 30 no qualifications,210
E01003436,Over 30 no qualifications,251
E01003437,Over 30 no qualifications,290
E01003438,Over 30 no qualifications,277
E01003439,Over 30 no qualifications,223
E01003440,Over 30 no qualifications,205
E01003441,Over 30 no qualifications,285
E01003442,Over 30 no qualifications,78
E01003443,Over 30 no qualifications,57
E01003444,Over 30 no qualifications,73
E01003445,Over 30 no qualifications,134
E01003446,Over 30 no qualifications,107
E01003447,Over 30 no qualifications,210
E01003448,Over 30 no qualifications,246
E01003449,Over 30 no qualifications,221
E01003450,Over 30 no qualifications,247
E01003451,Over 30 no qualifications,257
E01003452,Over 30 no qualifications,324
E01003453,Over 30 no qualifications,262
E01003454,Over 30 no qualifications,82
E01003455,Over 30 no qualifications,100
E01003456,Over 30 no qualifications,64
E01003457,Over 30 no qualifications,56
E01003458,Over 30 no qualifications,84
E01003459,Over 30 no qualifications,204
E01003460,Over 30 no qualifications,87
E01003461,Over 30 no qualifications,35
E01003462,Over 30 no qualifications,81
E01003463,Over 30 no qualifications,69
E01003464,Over 30 no qualifications,75
E01003465,Over 30 no qualifications,61
E01003466,Over 30 no qualifications,115
E01003467,Over 30 no qualifications,121
E01003468,Over 30 no qualifications,133
E01003469,Over 30 no qualifications,196
E01003470,Over 30 no qualifications,182
E01003471,Over 30 no qualifications,153
E01003472,Over 30 no qualifications,41
E01003473,Over 30 no qualifications,54
E01003474,Over 30 no qualifications,28
E01003476,Over 30 no qualifications,91
E01003477,Over 30 no qualifications,91
E01003478,Over 30 no qualifications,94
E01003479,Over 30 no qualifications,200
E01003480,Over 30 no qualifications,270
E01003481,Over 30 no qualifications,211
E01003483,Over 30 no qualifications,265
E01003484,Over 30 no qualifications,206
E01003485,Over 30 no qualifications,248
E01003486,Over 30 no qualifications,237
E01003487,Over 30 no qualifications,225
E01003488,Over 30 no qualifications,377
E01003489,Over 30 no qualifications,411
E01003490,Over 30 no qualifications,290
E01003491,Over 30 no qualifications,368
E01003492,Over 30 no qualifications,317
E01003494,Over 30 no qualifications,261
E01003495,Over 30 no qualifications,268
E01003496,Over 30 no qualifications,188
E01003497,Over 30 no qualifications,306
E01003498,Over 30 no qualifications,275
E01003499,Over 30 no qualifications,411
E01003500,Over 30 no qualifications,290
E01003501,Over 30 no qualifications,412
E01003502,Over 30 no qualifications,335
E01003503,Over 30 no qualifications,300
E01003506,Over 30 no qualifications,261
E01003507,Over 30 no qualifications,382
E01003508,Over 30 no qualifications,322
E01003509,Over 30 no qualifications,347
E01003511,Over 30 no qualifications,273
E01003512,Over 30 no qualifications,349
E01003513,Over 30 no qualifications,194
E01003514,Over 30 no qualifications,308
E01003515,Over 30 no qualifications,336
E01003516,Over 30 no qualifications,304
E01003517,Over 30 no qualifications,342
E01003518,Over 30 no qualifications,206
E01003519,Over 30 no qualifications,231
E01003520,Over 30 no qualifications,349
E01003521,Over 30 no qualifications,371
E01003522,Over 30 no qualifications,287
E01003523,Over 30 no qualifications,377
E01003524,Over 30 no qualifications,325
E01003525,Over 30 no qualifications,303
E01003526,Over 30 no qualifications,310
E01003527,Over 30 no qualifications,235
E01003528,Over 30 no qualifications,196
E01003529,Over 30 no qualifications,484
E01003530,Over 30 no qualifications,323
E01003531,Over 30 no qualifications,373
E01003532,Over 30 no qualifications,378
E01003533,Over 30 no qualifications,401
E01003534,Over 30 no qualifications,392
E01003535,Over 30 no qualifications,362
E01003536,Over 30 no qualifications,252
E01003537,Over 30 no qualifications,317
E01003538,Over 30 no qualifications,360
E01003539,Over 30 no qualifications,356
E01003540,Over 30 no qualifications,293
E01003541,Over 30 no qualifications,285
E01003542,Over 30 no qualifications,330
E01003543,Over 30 no qualifications,256
E01003544,Over 30 no qualifications,208
E01003545,Over 30 no qualifications,221
E01003546,Over 30 no qualifications,218
E01003547,Over 30 no qualifications,262
E01003548,Over 30 no qualifications,313
E01003549,Over 30 no qualifications,265
E01003550,Over 30 no qualifications,264
E01003551,Over 30 no qualifications,299
E01003552,Over 30 no qualifications,237
E01003553,Over 30 no qualifications,261
E01003554,Over 30 no qualifications,262
E01003555,Over 30 no qualifications,274
E01003556,Over 30 no qualifications,337
E01003557,Over 30 no qualifications,283
E01003558,Over 30 no qualifications,292
E01003559,Over 30 no qualifications,246
E01003560,Over 30 no qualifications,292
E01003561,Over 30 no qualifications,293
E01003562,Over 30 no qualifications,381
E01003563,Over 30 no qualifications,393
E01003564,Over 30 no qualifications,373
E01003565,Over 30 no qualifications,321
E01003566,Over 30 no qualifications,335
E01003567,Over 30 no qualifications,280
E01003568,Over 30 no qualifications,395
E01003569,Over 30 no qualifications,398
E01003570,Over 30 no qualifications,329
E01003571,Over 30 no qualifications,391
E01003572,Over 30 no qualifications,292
E01003573,Over 30 no qualifications,410
E01003574,Over 30 no qualifications,446
E01003575,Over 30 no qualifications,245
E01003576,Over 30 no qualifications,283
E01003577,Over 30 no qualifications,310
E01003578,Over 30 no qualifications,320
E01003579,Over 30 no qualifications,355
E01003580,Over 30 no qualifications,302
E01003581,Over 30 no qualifications,298
E01003582,Over 30 no qualifications,265
E01003583,Over 30 no qualifications,353
E01003584,Over 30 no qualifications,280
E01003585,Over 30 no qualifications,312
E01003586,Over 30 no qualifications,299
E01003587,Over 30 no qualifications,390
E01003588,Over 30 no qualifications,292
E01003589,Over 30 no qualifications,338
E01003590,Over 30 no qualifications,235
E01003591,Over 30 no qualifications,367
E01003592,Over 30 no qualifications,324
E01003593,Over 30 no qualifications,194
E01003594,Over 30 no qualifications,284
E01003595,Over 30 no qualifications,299
E01003596,Over 30 no qualifications,248
E01003597,Over 30 no qualifications,377
E01003598,Over 30 no qualifications,277
E01003599,Over 30 no qualifications,264
E01003600,Over 30 no qualifications,279
E01003601,Over 30 no qualifications,373
E01003602,Over 30 no qualifications,336
E01003603,Over 30 no qualifications,285
E01003604,Over 30 no qualifications,355
E01003605,Over 30 no qualifications,359
E01003607,Over 30 no qualifications,257
E01003608,Over 30 no qualifications,256
E01003611,Over 30 no qualifications,252
E01003615,Over 30 no qualifications,276
E01003616,Over 30 no qualifications,256
E01003618,Over 30 no qualifications,267
E01003619,Over 30 no qualifications,257
E01003621,Over 30 no qualifications,245
E01003622,Over 30 no qualifications,230
E01003623,Over 30 no qualifications,274
E01003624,Over 30 no qualifications,270
E01003625,Over 30 no qualifications,254
E01003626,Over 30 no qualifications,230
E01003627,Over 30 no qualifications,247
E01003628,Over 30 no qualifications,250
E01003629,Over 30 no qualifications,255
E01003630,Over 30 no qualifications,288
E01003631,Over 30 no qualifications,244
E01003632,Over 30 no qualifications,355
E01003633,Over 30 no qualifications,288
E01003634,Over 30 no qualifications,276
E01003635,Over 30 no qualifications,272
E01003636,Over 30 no qualifications,325
E01003637,Over 30 no qualifications,226
E01003638,Over 30 no qualifications,244
E01003639,Over 30 no qualifications,275
E01003640,Over 30 no qualifications,192
E01003641,Over 30 no qualifications,229
E01003642,Over 30 no qualifications,226
E01003643,Over 30 no qualifications,308
E01003644,Over 30 no qualifications,179
E01003645,Over 30 no qualifications,286
E01003646,Over 30 no qualifications,244
E01003647,Over 30 no qualifications,201
E01003648,Over 30 no qualifications,163
E01003649,Over 30 no qualifications,191
E01003650,Over 30 no qualifications,230
E01003651,Over 30 no qualifications,167
E01003652,Over 30 no qualifications,149
E01003653,Over 30 no qualifications,234
E01003654,Over 30 no qualifications,200
E01003655,Over 30 no qualifications,137
E01003656,Over 30 no qualifications,243
E01003657,Over 30 no qualifications,268
E01003658,Over 30 no qualifications,242
E01003659,Over 30 no qualifications,177
E01003660,Over 30 no qualifications,159
E01003661,Over 30 no qualifications,280
E01003662,Over 30 no qualifications,278
E01003663,Over 30 no qualifications,308
E01003664,Over 30 no qualifications,191
E01003665,Over 30 no qualifications,177
E01003666,Over 30 no qualifications,267
E01003668,Over 30 no qualifications,156
E01003669,Over 30 no qualifications,98
E01003670,Over 30 no qualifications,139
E01003671,Over 30 no qualifications,93
E01003672,Over 30 no qualifications,191
E01003673,Over 30 no qualifications,162
E01003674,Over 30 no qualifications,190
E01003675,Over 30 no qualifications,170
E01003676,Over 30 no qualifications,204
E01003677,Over 30 no qualifications,192
E01003678,Over 30 no qualifications,148
E01003679,Over 30 no qualifications,182
E01003680,Over 30 no qualifications,211
E01003681,Over 30 no qualifications,259
E01003682,Over 30 no qualifications,193
E01003683,Over 30 no qualifications,350
E01003684,Over 30 no qualifications,230
E01003685,Over 30 no qualifications,311
E01003686,Over 30 no qualifications,317
E01003688,Over 30 no qualifications,300
E01003689,Over 30 no qualifications,343
E01003690,Over 30 no qualifications,252
E01003691,Over 30 no qualifications,156
E01003692,Over 30 no qualifications,199
E01003693,Over 30 no qualifications,210
E01003694,Over 30 no qualifications,207
E01003695,Over 30 no qualifications,238
E01003696,Over 30 no qualifications,294
E01003697,Over 30 no qualifications,180
E01003698,Over 30 no qualifications,178
E01003699,Over 30 no qualifications,199
E01003700,Over 30 no qualifications,339
E01003701,Over 30 no qualifications,222
E01003702,Over 30 no qualifications,216
E01003703,Over 30 no qualifications,312
E01003704,Over 30 no qualifications,240
E01003705,Over 30 no qualifications,266
E01003706,Over 30 no qualifications,198
E01003707,Over 30 no qualifications,219
E01003708,Over 30 no qualifications,279
E01003709,Over 30 no qualifications,217
E01003710,Over 30 no qualifications,240
E01003711,Over 30 no qualifications,259
E01003712,Over 30 no qualifications,226
E01003713,Over 30 no qualifications,289
E01003714,Over 30 no qualifications,306
E01003715,Over 30 no qualifications,299
E01003716,Over 30 no qualifications,224
E01003718,Over 30 no qualifications,236
E01003719,Over 30 no qualifications,340
E01003720,Over 30 no qualifications,379
E01003721,Over 30 no qualifications,308
E01003722,Over 30 no qualifications,312
E01003723,Over 30 no qualifications,296
E01003724,Over 30 no qualifications,170
E01003725,Over 30 no qualifications,208
E01003726,Over 30 no qualifications,247
E01003727,Over 30 no qualifications,300
E01003729,Over 30 no qualifications,281
E01003730,Over 30 no qualifications,298
E01003731,Over 30 no qualifications,200
E01003732,Over 30 no qualifications,245
E01003733,Over 30 no qualifications,226
E01003734,Over 30 no qualifications,249
E01003735,Over 30 no qualifications,303
E01003736,Over 30 no qualifications,280
E01003737,Over 30 no qualifications,302
E01003738,Over 30 no qualifications,276
E01003739,Over 30 no qualifications,312
E01003740,Over 30 no qualifications,283
E01003741,Over 30 no qualifications,299
E01003742,Over 30 no qualifications,279
E01003743,Over 30 no qualifications,277
E01003744,Over 30 no qualifications,181
E01003745,Over 30 no qualifications,101
E01003746,Over 30 no qualifications,172
E01003747,Over 30 no qualifications,104
E01003748,Over 30 no qualifications,141
E01003749,Over 30 no qualifications,124
E01003750,Over 30 no qualifications,230
E01003751,Over 30 no qualifications,263
E01003752,Over 30 no qualifications,270
E01003753,Over 30 no qualifications,174
E01003754,Over 30 no qualifications,208
E01003755,Over 30 no qualifications,283
E01003756,Over 30 no qualifications,286
E01003757,Over 30 no qualifications,282
