Lower layer Super Output Areas Code,Ethnic group (6 categories),Observation
E01002957,Mixed or Multiple ethnic groups,104
E01002957,White,797
E01002957,Other ethnic group,162
E01002958,Does not apply,0
E01002958,"Asian, Asian British or Asian Welsh",230
E01002958,"Black, Black British, Black Welsh, Caribbean or African",25
E01002958,Mixed or Multiple ethnic groups,117
E01002958,White,1317
E01002958,Other ethnic group,50
E01002959,Does not apply,0
E01002959,"Asian, Asian British or Asian Welsh",421
E01002959,"Black, Black British, Black Welsh, Caribbean or African",25
E01002959,Mixed or Multiple ethnic groups,70
E01002959,White,762
E01002959,Other ethnic group,110
E01002960,Does not apply,0
E01002960,"Asian, Asian British or Asian Welsh",487
E01002960,"Black, Black British, Black Welsh, Caribbean or African",46
E01002960,Mixed or Multiple ethnic groups,97
E01002960,White,866
E01002960,Other ethnic group,96
E01002961,Does not apply,0
E01002961,"Asian, Asian British or Asian Welsh",448
E01002961,"Black, Black British, Black Welsh, Caribbean or African",21
E01002961,Mixed or Multiple ethnic groups,104
E01002961,White,1063
E01002961,Other ethnic group,120
E01002962,Does not apply,0
E01002962,"Asian, Asian British or Asian Welsh",479
E01002962,"Black, Black British, Black Welsh, Caribbean or African",35
E01002962,Mixed or Multiple ethnic groups,66
E01002962,White,883
E01002962,Other ethnic group,148
E01002963,Does not apply,0
E01002963,"Asian, Asian British or Asian Welsh",514
E01002963,"Black, Black British, Black Welsh, Caribbean or African",49
E01002963,Mixed or Multiple ethnic groups,93
E01002963,White,1105
E01002963,Other ethnic group,86
E01002964,Does not apply,0
E01002964,"Asian, Asian British or Asian Welsh",335
E01002964,"Black, Black British, Black Welsh, Caribbean or African",134
E01002964,Mixed or Multiple ethnic groups,136
E01002964,White,1752
E01002964,Other ethnic group,156
E01002965,Does not apply,0
E01002965,"Asian, Asian British or Asian Welsh",348
E01002965,"Black, Black British, Black Welsh, Caribbean or African",62
E01002965,Mixed or Multiple ethnic groups,155
E01002965,White,1750
E01002965,Other ethnic group,203
E01002966,Does not apply,0
E01002966,"Asian, Asian British or Asian Welsh",137
E01002966,"Black, Black British, Black Welsh, Caribbean or African",50
E01002966,Mixed or Multiple ethnic groups,136
E01002966,White,1607
E01002966,Other ethnic group,53
E01002967,Does not apply,0
E01002967,"Asian, Asian British or Asian Welsh",229
E01002967,"Black, Black British, Black Welsh, Caribbean or African",27
E01002967,Mixed or Multiple ethnic groups,121
E01002967,White,1380
E01002967,Other ethnic group,103
E01002968,Does not apply,0
E01002968,"Asian, Asian British or Asian Welsh",506
E01002968,"Black, Black British, Black Welsh, Caribbean or African",94
E01002968,Mixed or Multiple ethnic groups,161
E01002968,White,1936
E01002968,Other ethnic group,208
E01002969,Does not apply,0
E01002969,"Asian, Asian British or Asian Welsh",514
E01002969,"Black, Black British, Black Welsh, Caribbean or African",210
E01002969,Mixed or Multiple ethnic groups,121
E01002969,White,853
E01002969,Other ethnic group,194
E01002970,Does not apply,0
E01002970,"Asian, Asian British or Asian Welsh",360
E01002970,"Black, Black British, Black Welsh, Caribbean or African",69
E01002970,Mixed or Multiple ethnic groups,92
E01002970,White,1129
E01002970,Other ethnic group,158
E01002971,Does not apply,0
E01002971,"Asian, Asian British or Asian Welsh",214
E01002971,"Black, Black British, Black Welsh, Caribbean or African",76
E01002971,Mixed or Multiple ethnic groups,102
E01002971,White,1330
E01002971,Other ethnic group,78
E01002972,Does not apply,0
E01002972,"Asian, Asian British or Asian Welsh",342
E01002972,"Black, Black British, Black Welsh, Caribbean or African",73
E01002972,Mixed or Multiple ethnic groups,142
E01002972,White,1349
E01002972,Other ethnic group,144
E01002973,Does not apply,0
E01002973,"Asian, Asian British or Asian Welsh",374
E01002973,"Black, Black British, Black Welsh, Caribbean or African",74
E01002973,Mixed or Multiple ethnic groups,66
E01002973,White,908
E01002973,Other ethnic group,157
E01002974,Does not apply,0
E01002974,"Asian, Asian British or Asian Welsh",322
E01002974,"Black, Black British, Black Welsh, Caribbean or African",104
E01002974,Mixed or Multiple ethnic groups,129
E01002974,White,1382
E01002974,Other ethnic group,121
E01002975,Does not apply,0
E01002975,"Asian, Asian British or Asian Welsh",557
E01002975,"Black, Black British, Black Welsh, Caribbean or African",46
E01002975,Mixed or Multiple ethnic groups,67
E01002975,White,691
E01002975,Other ethnic group,127
E01002976,Does not apply,0
E01002976,"Asian, Asian British or Asian Welsh",297
E01002976,"Black, Black British, Black Welsh, Caribbean or African",53
E01002976,Mixed or Multiple ethnic groups,64
E01002976,White,1248
E01002976,Other ethnic group,50
E01002977,Does not apply,0
E01002977,"Asian, Asian British or Asian Welsh",390
E01002977,"Black, Black British, Black Welsh, Caribbean or African",54
E01002977,Mixed or Multiple ethnic groups,70
E01002977,White,1029
E01002977,Other ethnic group,156
E01002978,Does not apply,0
E01002978,"Asian, Asian British or Asian Welsh",416
E01002978,"Black, Black British, Black Welsh, Caribbean or African",25
E01002978,Mixed or Multiple ethnic groups,108
E01002978,White,1174
E01002978,Other ethnic group,134
E01002979,Does not apply,0
E01002979,"Asian, Asian British or Asian Welsh",257
E01002979,"Black, Black British, Black Welsh, Caribbean or African",39
E01002979,Mixed or Multiple ethnic groups,52
E01002979,White,1074
E01002979,Other ethnic group,106
E01002980,Does not apply,0
E01002980,"Asian, Asian British or Asian Welsh",445
E01002980,"Black, Black British, Black Welsh, Caribbean or African",25
E01002980,Mixed or Multiple ethnic groups,54
E01002980,White,756
E01002980,Other ethnic group,124
E01002981,Does not apply,0
E01002981,"Asian, Asian British or Asian Welsh",595
E01002981,"Black, Black British, Black Welsh, Caribbean or African",47
E01002981,Mixed or Multiple ethnic groups,74
E01002981,White,746
E01002981,Other ethnic group,140
E01002982,Does not apply,0
E01002982,"Asian, Asian British or Asian Welsh",489
E01002982,"Black, Black British, Black Welsh, Caribbean or African",25
E01002982,Mixed or Multiple ethnic groups,67
E01002982,White,794
E01002982,Other ethnic group,110
E01002983,Does not apply,0
E01002983,"Asian, Asian British or Asian Welsh",451
E01002983,"Black, Black British, Black Welsh, Caribbean or African",18
E01002983,Mixed or Multiple ethnic groups,123
E01002983,White,967
E01002983,Other ethnic group,110
E01002984,Does not apply,0
E01002984,"Asian, Asian British or Asian Welsh",392
E01002984,"Black, Black British, Black Welsh, Caribbean or African",32
E01002984,Mixed or Multiple ethnic groups,70
E01002984,White,804
E01002984,Other ethnic group,126
E01002985,Does not apply,0
E01002985,"Asian, Asian British or Asian Welsh",733
E01002985,"Black, Black British, Black Welsh, Caribbean or African",43
E01002985,Mixed or Multiple ethnic groups,82
E01002985,White,728
E01002985,Other ethnic group,134
E01002986,Does not apply,0
E01002986,"Asian, Asian British or Asian Welsh",377
E01002986,"Black, Black British, Black Welsh, Caribbean or African",22
E01002986,Mixed or Multiple ethnic groups,47
E01002986,White,808
E01002986,Other ethnic group,115
E01002987,Does not apply,0
E01002987,"Asian, Asian British or Asian Welsh",225
E01002987,"Black, Black British, Black Welsh, Caribbean or African",47
E01002987,Mixed or Multiple ethnic groups,113
E01002987,White,1435
E01002987,Other ethnic group,75
E01002988,Does not apply,0
E01002988,"Asian, Asian British or Asian Welsh",265
E01002988,"Black, Black British, Black Welsh, Caribbean or African",64
E01002988,Mixed or Multiple ethnic groups,101
E01002988,White,1191
E01002988,Other ethnic group,57
E01002989,Does not apply,0
E01002989,"Asian, Asian British or Asian Welsh",193
E01002989,"Black, Black British, Black Welsh, Caribbean or African",19
E01002989,Mixed or Multiple ethnic groups,100
E01002989,White,1528
E01002989,Other ethnic group,59
E01002990,Does not apply,0
E01002990,"Asian, Asian British or Asian Welsh",164
E01002990,"Black, Black British, Black Welsh, Caribbean or African",32
E01002990,Mixed or Multiple ethnic groups,89
E01002990,White,1334
E01002990,Other ethnic group,89
E01002991,Does not apply,0
E01002991,"Asian, Asian British or Asian Welsh",179
E01002991,"Black, Black British, Black Welsh, Caribbean or African",24
E01002991,Mixed or Multiple ethnic groups,70
E01002991,White,1243
E01002991,Other ethnic group,48
E01002992,Does not apply,0
E01002992,"Asian, Asian British or Asian Welsh",165
E01002992,"Black, Black British, Black Welsh, Caribbean or African",118
E01002992,Mixed or Multiple ethnic groups,90
E01002992,White,1144
E01002992,Other ethnic group,52
E01002993,Does not apply,0
E01002993,"Asian, Asian British or Asian Welsh",205
E01002993,"Black, Black British, Black Welsh, Caribbean or African",36
E01002993,Mixed or Multiple ethnic groups,75
E01002993,White,1189
E01002993,Other ethnic group,71
E01002994,Does not apply,0
E01002994,"Asian, Asian British or Asian Welsh",180
E01002994,"Black, Black British, Black Welsh, Caribbean or African",26
E01002994,Mixed or Multiple ethnic groups,80
E01002994,White,1166
E01002994,Other ethnic group,55
E01002995,Does not apply,0
E01002995,"Asian, Asian British or Asian Welsh",221
E01002995,"Black, Black British, Black Welsh, Caribbean or African",24
E01002995,Mixed or Multiple ethnic groups,80
E01002995,White,1199
E01002995,Other ethnic group,76
E01002996,Does not apply,0
E01002996,"Asian, Asian British or Asian Welsh",141
E01002996,"Black, Black British, Black Welsh, Caribbean or African",33
E01002996,Mixed or Multiple ethnic groups,74
E01002996,White,1266
E01002996,Other ethnic group,31
E01002997,Does not apply,0
E01002997,"Asian, Asian British or Asian Welsh",133
E01002997,"Black, Black British, Black Welsh, Caribbean or African",23
E01002997,Mixed or Multiple ethnic groups,88
E01002997,White,1238
E01002997,Other ethnic group,41
E01002998,Does not apply,0
E01002998,"Asian, Asian British or Asian Welsh",206
E01002998,"Black, Black British, Black Welsh, Caribbean or African",67
E01002998,Mixed or Multiple ethnic groups,96
E01002998,White,1166
E01002998,Other ethnic group,77
E01002999,Does not apply,0
E01002999,"Asian, Asian British or Asian Welsh",202
E01002999,"Black, Black British, Black Welsh, Caribbean or African",71
E01002999,Mixed or Multiple ethnic groups,84
E01002999,White,1108
E01002999,Other ethnic group,70
E01003000,Does not apply,0
E01003000,"Asian, Asian British or Asian Welsh",443
E01003000,"Black, Black British, Black Welsh, Caribbean or African",58
E01003000,Mixed or Multiple ethnic groups,80
E01003000,White,1143
E01003000,Other ethnic group,145
E01003001,Does not apply,0
E01003001,"Asian, Asian British or Asian Welsh",655
E01003001,"Black, Black British, Black Welsh, Caribbean or African",55
E01003001,Mixed or Multiple ethnic groups,75
E01003001,White,1008
E01003001,Other ethnic group,124
E01003002,Does not apply,0
E01003002,"Asian, Asian British or Asian Welsh",209
E01003002,"Black, Black British, Black Welsh, Caribbean or African",77
E01003002,Mixed or Multiple ethnic groups,113
E01003002,White,1442
E01003002,Other ethnic group,66
E01003003,Does not apply,0
E01003003,"Asian, Asian British or Asian Welsh",363
E01003003,"Black, Black British, Black Welsh, Caribbean or African",66
E01003003,Mixed or Multiple ethnic groups,84
E01003003,White,1114
E01003003,Other ethnic group,99
E01003004,Does not apply,0
E01003004,"Asian, Asian British or Asian Welsh",328
E01003004,"Black, Black British, Black Welsh, Caribbean or African",31
E01003004,Mixed or Multiple ethnic groups,87
E01003004,White,1118
E01003004,Other ethnic group,79
E01003005,Does not apply,0
E01003005,"Asian, Asian British or Asian Welsh",173
E01003005,"Black, Black British, Black Welsh, Caribbean or African",23
E01003005,Mixed or Multiple ethnic groups,52
E01003005,White,1250
E01003005,Other ethnic group,43
E01003006,Does not apply,0
E01003006,"Asian, Asian British or Asian Welsh",255
E01003006,"Black, Black British, Black Welsh, Caribbean or African",29
E01003006,Mixed or Multiple ethnic groups,74
E01003006,White,1075
E01003006,Other ethnic group,90
E01003007,Does not apply,0
E01003007,"Asian, Asian British or Asian Welsh",302
E01003007,"Black, Black British, Black Welsh, Caribbean or African",31
E01003007,Mixed or Multiple ethnic groups,115
E01003007,White,1125
E01003007,Other ethnic group,53
E01003008,Does not apply,0
E01003008,"Asian, Asian British or Asian Welsh",262
E01003008,"Black, Black British, Black Welsh, Caribbean or African",12
E01003008,Mixed or Multiple ethnic groups,105
E01003008,White,1024
E01003008,Other ethnic group,44
E01003009,Does not apply,0
E01003009,"Asian, Asian British or Asian Welsh",255
E01003009,"Black, Black British, Black Welsh, Caribbean or African",53
E01003009,Mixed or Multiple ethnic groups,116
E01003009,White,1542
E01003009,Other ethnic group,90
E01003010,Does not apply,0
E01003010,"Asian, Asian British or Asian Welsh",158
E01003010,"Black, Black British, Black Welsh, Caribbean or African",8
E01003010,Mixed or Multiple ethnic groups,66
E01003010,White,1173
E01003010,Other ethnic group,36
E01003011,Does not apply,0
E01003011,"Asian, Asian British or Asian Welsh",199
E01003011,"Black, Black British, Black Welsh, Caribbean or African",18
E01003011,Mixed or Multiple ethnic groups,88
E01003011,White,1313
E01003011,Other ethnic group,76
E01003013,Does not apply,0
E01003013,"Asian, Asian British or Asian Welsh",685
E01003013,"Black, Black British, Black Welsh, Caribbean or African",63
E01003013,Mixed or Multiple ethnic groups,90
E01003013,White,1018
E01003013,Other ethnic group,92
E01003014,Does not apply,0
E01003014,"Asian, Asian British or Asian Welsh",143
E01003014,"Black, Black British, Black Welsh, Caribbean or African",314
E01003014,Mixed or Multiple ethnic groups,111
E01003014,White,824
E01003014,Other ethnic group,111
E01003015,Does not apply,0
E01003015,"Asian, Asian British or Asian Welsh",123
E01003015,"Black, Black British, Black Welsh, Caribbean or African",566
E01003015,Mixed or Multiple ethnic groups,134
E01003015,White,780
E01003015,Other ethnic group,116
E01003016,Does not apply,0
E01003016,"Asian, Asian British or Asian Welsh",236
E01003016,"Black, Black British, Black Welsh, Caribbean or African",179
E01003016,Mixed or Multiple ethnic groups,84
E01003016,White,648
E01003016,Other ethnic group,58
E01003017,Does not apply,0
E01003017,"Asian, Asian British or Asian Welsh",134
E01003017,"Black, Black British, Black Welsh, Caribbean or African",258
E01003017,Mixed or Multiple ethnic groups,116
E01003017,White,1056
E01003017,Other ethnic group,67
E01003018,Does not apply,0
E01003018,"Asian, Asian British or Asian Welsh",69
E01003018,"Black, Black British, Black Welsh, Caribbean or African",225
E01003018,Mixed or Multiple ethnic groups,146
