Lower layer Super Output Areas Code,Country of birth (UK) (3 categories),Observation
E01002881,Born in the UK,812
E01002881,Born outside the UK,549
E01002882,Does not apply,0
E01002882,Born in the UK,540
E01002882,Born outside the UK,507
E01002883,Does not apply,0
E01002883,Born in the UK,706
E01002883,Born outside the UK,770
E01002884,Does not apply,0
E01002884,Born in the UK,506
E01002884,Born outside the UK,878
E01002885,Does not apply,0
E01002885,Born in the UK,529
E01002885,Born outside the UK,792
E01002886,Does not apply,0
E01002886,Born in the UK,637
E01002886,Born outside the UK,682
E01002887,Does not apply,0
E01002887,Born in the UK,342
E01002887,Born outside the UK,702
E01002888,Does not apply,0
E01002888,Born in the UK,467
E01002888,Born outside the UK,1095
E01002889,Does not apply,0
E01002889,Born in the UK,362
E01002889,Born outside the UK,1196
E01002890,Does not apply,0
E01002890,Born in the UK,588
E01002890,Born outside the UK,810
E01002891,Does not apply,0
E01002891,Born in the UK,407
E01002891,Born outside the UK,777
E01002892,Does not apply,0
E01002892,Born in the UK,464
E01002892,Born outside the UK,826
E01002893,Does not apply,0
E01002893,Born in the UK,666
E01002893,Born outside the UK,910
E01002894,Does not apply,0
E01002894,Born in the UK,499
E01002894,Born outside the UK,820
E01002896,Does not apply,0
E01002896,Born in the UK,669
E01002896,Born outside the UK,917
E01002897,Does not apply,0
E01002897,Born in the UK,715
E01002897,Born outside the UK,777
E01002898,Does not apply,0
E01002898,Born in the UK,513
E01002898,Born outside the UK,1154
E01002899,Does not apply,0
E01002899,Born in the UK,669
E01002899,Born outside the UK,579
E01002900,Does not apply,0
E01002900,Born in the UK,821
E01002900,Born outside the UK,869
E01002901,Does not apply,0
E01002901,Born in the UK,614
E01002901,Born outside the UK,428
E01002902,Does not apply,0
E01002902,Born in the UK,507
E01002902,Born outside the UK,721
E01002903,Does not apply,0
E01002903,Born in the UK,685
E01002903,Born outside the UK,591
E01002904,Does not apply,0
E01002904,Born in the UK,816
E01002904,Born outside the UK,479
E01002905,Does not apply,0
E01002905,Born in the UK,898
E01002905,Born outside the UK,774
E01002906,Does not apply,0
E01002906,Born in the UK,1088
E01002906,Born outside the UK,664
E01002907,Does not apply,0
E01002907,Born in the UK,834
E01002907,Born outside the UK,451
E01002908,Does not apply,0
E01002908,Born in the UK,860
E01002908,Born outside the UK,534
E01002909,Does not apply,0
E01002909,Born in the UK,1336
E01002909,Born outside the UK,798
E01002910,Does not apply,0
E01002910,Born in the UK,648
E01002910,Born outside the UK,721
E01002911,Does not apply,0
E01002911,Born in the UK,621
E01002911,Born outside the UK,664
E01002912,Does not apply,0
E01002912,Born in the UK,676
E01002912,Born outside the UK,805
E01002913,Does not apply,0
E01002913,Born in the UK,821
E01002913,Born outside the UK,940
E01002914,Does not apply,0
E01002914,Born in the UK,570
E01002914,Born outside the UK,624
E01002915,Does not apply,0
E01002915,Born in the UK,914
E01002915,Born outside the UK,480
E01002916,Does not apply,0
E01002916,Born in the UK,1080
E01002916,Born outside the UK,399
E01002917,Does not apply,0
E01002917,Born in the UK,1054
E01002917,Born outside the UK,375
E01002918,Does not apply,0
E01002918,Born in the UK,1174
E01002918,Born outside the UK,617
E01002919,Does not apply,0
E01002919,Born in the UK,1086
E01002919,Born outside the UK,904
E01002920,Does not apply,0
E01002920,Born in the UK,1218
E01002920,Born outside the UK,375
E01002921,Does not apply,0
E01002921,Born in the UK,1004
E01002921,Born outside the UK,722
E01002922,Does not apply,0
E01002922,Born in the UK,1252
E01002922,Born outside the UK,386
E01002923,Does not apply,0
E01002923,Born in the UK,1115
E01002923,Born outside the UK,557
E01002924,Does not apply,0
E01002924,Born in the UK,1288
E01002924,Born outside the UK,256
E01002925,Does not apply,0
E01002925,Born in the UK,1156
E01002925,Born outside the UK,415
E01002926,Does not apply,0
E01002926,Born in the UK,1222
E01002926,Born outside the UK,380
E01002927,Does not apply,0
E01002927,Born in the UK,1071
E01002927,Born outside the UK,610
E01002928,Does not apply,0
E01002928,Born in the UK,1173
E01002928,Born outside the UK,773
E01002929,Does not apply,0
E01002929,Born in the UK,1232
E01002929,Born outside the UK,464
E01002930,Does not apply,0
E01002930,Born in the UK,1118
E01002930,Born outside the UK,849
E01002931,Does not apply,0
E01002931,Born in the UK,1350
E01002931,Born outside the UK,663
E01002932,Does not apply,0
E01002932,Born in the UK,1248
E01002932,Born outside the UK,798
E01002933,Does not apply,0
E01002933,Born in the UK,1511
E01002933,Born outside the UK,528
E01002934,Does not apply,0
E01002934,Born in the UK,1388
E01002934,Born outside the UK,511
E01002935,Does not apply,0
E01002935,Born in the UK,1098
E01002935,Born outside the UK,802
E01002937,Does not apply,0
E01002937,Born in the UK,1380
E01002937,Born outside the UK,445
E01002938,Does not apply,0
E01002938,Born in the UK,1523
E01002938,Born outside the UK,478
E01002939,Does not apply,0
E01002939,Born in the UK,1220
E01002939,Born outside the UK,426
E01002940,Does not apply,0
E01002940,Born in the UK,1321
E01002940,Born outside the UK,353
E01002941,Does not apply,0
E01002941,Born in the UK,1242
E01002941,Born outside the UK,407
E01002942,Does not apply,0
E01002942,Born in the UK,1186
E01002942,Born outside the UK,215
E01002943,Does not apply,0
E01002943,Born in the UK,1134
E01002943,Born outside the UK,346
E01002944,Does not apply,0
E01002944,Born in the UK,1069
E01002944,Born outside the UK,264
E01002945,Does not apply,0
E01002945,Born in the UK,1273
E01002945,Born outside the UK,300
E01002946,Does not apply,0
E01002946,Born in the UK,1240
E01002946,Born outside the UK,269
E01002947,Does not apply,0
E01002947,Born in the UK,1325
E01002947,Born outside the UK,320
E01002948,Does not apply,0
E01002948,Born in the UK,1669
E01002948,Born outside the UK,542
E01002949,Does not apply,0
E01002949,Born in the UK,1478
E01002949,Born outside the UK,369
E01002950,Does not apply,0
E01002950,Born in the UK,1303
E01002950,Born outside the UK,351
E01002951,Does not apply,0
E01002951,Born in the UK,888
E01002951,Born outside the UK,614
E01002952,Does not apply,0
E01002952,Born in the UK,726
E01002952,Born outside the UK,668
E01002953,Does not apply,0
E01002953,Born in the UK,719
E01002953,Born outside the UK,614
E01002954,Does not apply,0
E01002954,Born in the UK,679
E01002954,Born outside the UK,692
E01002955,Does not apply,0
E01002955,Born in the UK,804
E01002955,Born outside the UK,697
E01002956,Does not apply,0
E01002956,Born in the UK,770
E01002956,Born outside the UK,621
E01002957,Does not apply,0
E01002957,Born in the UK,870
E01002957,Born outside the UK,718
E01002958,Does not apply,0
E01002958,Born in the UK,1276
E01002958,Born outside the UK,462
E01002959,Does not apply,0
E01002959,Born in the UK,853
E01002959,Born outside the UK,536
E01002960,Does not apply,0
E01002960,Born in the UK,938
E01002960,Born outside the UK,652
E01002961,Does not apply,0
E01002961,Born in the UK,1134
E01002961,Born outside the UK,620
E01002962,Does not apply,0
E01002962,Born in the UK,996
E01002962,Born outside the UK,616
E01002963,Does not apply,0
E01002963,Born in the UK,1031
E01002963,Born outside the UK,815
E01002964,Does not apply,0
E01002964,Born in the UK,1590
E01002964,Born outside the UK,923
E01002965,Does not apply,0
E01002965,Born in the UK,1487
E01002965,Born outside the UK,1034
E01002966,Does not apply,0
E01002966,Born in the UK,1487
E01002966,Born outside the UK,496
E01002967,Does not apply,0
E01002967,Born in the UK,1202
E01002967,Born outside the UK,658
E01002968,Does not apply,0
E01002968,Born in the UK,1548
E01002968,Born outside the UK,1360
E01002969,Does not apply,0
E01002969,Born in the UK,1076
E01002969,Born outside the UK,816
E01002970,Does not apply,0
E01002970,Born in the UK,1060
E01002970,Born outside the UK,748
E01002971,Does not apply,0
E01002971,Born in the UK,1206
E01002971,Born outside the UK,594
E01002972,Does not apply,0
E01002972,Born in the UK,1179
E01002972,Born outside the UK,871
E01002973,Does not apply,0
E01002973,Born in the UK,913
E01002973,Born outside the UK,666
E01002974,Does not apply,0
E01002974,Born in the UK,1341
E01002974,Born outside the UK,717
E01002975,Does not apply,0
E01002975,Born in the UK,847
E01002975,Born outside the UK,641
E01002976,Does not apply,0
E01002976,Born in the UK,1303
E01002976,Born outside the UK,411
E01002977,Does not apply,0
E01002977,Born in the UK,1126
E01002977,Born outside the UK,573
E01002978,Does not apply,0
E01002978,Born in the UK,1280
E01002978,Born outside the UK,577
E01002979,Does not apply,0
E01002979,Born in the UK,1129
E01002979,Born outside the UK,400
E01002980,Does not apply,0
E01002980,Born in the UK,862
E01002980,Born outside the UK,545
E01002981,Does not apply,0
E01002981,Born in the UK,1009
E01002981,Born outside the UK,594
E01002982,Does not apply,0
E01002982,Born in the UK,903
E01002982,Born outside the UK,582
E01002983,Does not apply,0
E01002983,Born in the UK,1099
E01002983,Born outside the UK,570
E01002984,Does not apply,0
E01002984,Born in the UK,798
E01002984,Born outside the UK,633
E01002985,Does not apply,0
E01002985,Born in the UK,862
E01002985,Born outside the UK,858
E01002986,Does not apply,0
E01002986,Born in the UK,873
E01002986,Born outside the UK,497
E01002987,Does not apply,0
E01002987,Born in the UK,1074
E01002987,Born outside the UK,821
E01002988,Does not apply,0
E01002988,Born in the UK,1121
E01002988,Born outside the UK,557
E01002989,Does not apply,0
E01002989,Born in the UK,1388
E01002989,Born outside the UK,512
E01002990,Does not apply,0
E01002990,Born in the UK,1094
E01002990,Born outside the UK,614
E01002991,Does not apply,0
E01002991,Born in the UK,1064
E01002991,Born outside the UK,500
E01002992,Does not apply,0
E01002992,Born in the UK,1069
E01002992,Born outside the UK,499
E01002993,Does not apply,0
E01002993,Born in the UK,1008
E01002993,Born outside the UK,568
E01002994,Does not apply,0
E01002994,Born in the UK,1092
E01002994,Born outside the UK,416
E01002995,Does not apply,0
E01002995,Born in the UK,1143
E01002995,Born outside the UK,456
E01002996,Does not apply,0
E01002996,Born in the UK,1142
E01002996,Born outside the UK,403
E01002997,Does not apply,0
E01002997,Born in the UK,1187
E01002997,Born outside the UK,335
E01002998,Does not apply,0
E01002998,Born in the UK,1195
E01002998,Born outside the UK,416
E01002999,Does not apply,0
E01002999,Born in the UK,942
E01002999,Born outside the UK,593
E01003000,Does not apply,0
E01003000,Born in the UK,1208
E01003000,Born outside the UK,662
E01003001,Does not apply,0
E01003001,Born in the UK,1177
E01003001,Born outside the UK,739
E01003002,Does not apply,0
E01003002,Born in the UK,1362
E01003002,Born outside the UK,545
E01003003,Does not apply,0
E01003003,Born in the UK,1011
E01003003,Born outside the UK,716
E01003004,Does not apply,0
E01003004,Born in the UK,1137
E01003004,Born outside the UK,507
E01003005,Does not apply,0
E01003005,Born in the UK,1237
E01003005,Born outside the UK,304
E01003006,Does not apply,0
E01003006,Born in the UK,893
E01003006,Born outside the UK,630
E01003007,Does not apply,0
E01003007,Born in the UK,1051
E01003007,Born outside the UK,575
E01003008,Does not apply,0
E01003008,Born in the UK,1001
E01003008,Born outside the UK,446
E01003009,Does not apply,0
E01003009,Born in the UK,1443
E01003009,Born outside the UK,613
E01003010,Does not apply,0
E01003010,Born in the UK,1076
E01003010,Born outside the UK,365
E01003011,Does not apply,0
E01003011,Born in the UK,1151
E01003011,Born outside the UK,542
E01003013,Does not apply,0
E01003013,Born in the UK,602
E01003013,Born outside the UK,1345
E01003014,Does not apply,0
E01003014,Born in the UK,860
E01003014,Born outside the UK,644
E01003015,Does not apply,0
E01003015,Born in the UK,1019
E01003015,Born outside the UK,700
E01003016,Does not apply,0
E01003016,Born in the UK,645
E01003016,Born outside the UK,558
E01003017,Does not apply,0
E01003017,Born in the UK,1025
E01003017,Born outside the UK,606
E01003018,Does not apply,0
E01003018,Born in the UK,1318
E01003018,Born outside the UK,701
E01003019,Does not apply,0
E01003019,Born in the UK,1440
E01003019,Born outside the UK,595
E01003020,Does not apply,0
E01003020,Born in the UK,1231
E01003020,Born outside the UK,590
E01003021,Does not apply,0
E01003021,Born in the UK,1478
E01003021,Born outside the UK,676
E01003022,Does not apply,0
E01003022,Born in the UK,1065
E01003022,Born outside the UK,554
E01003023,Does not apply,0
E01003023,Born in the UK,1543
E01003023,Born outside the UK,1052
E01003024,Does not apply,0
E01003024,Born in the UK,1049
E01003024,Born outside the UK,792
E01003025,Does not apply,0
E01003025,Born in the UK,1275
E01003025,Born outside the UK,771
E01003026,Does not apply,0
E01003026,Born in the UK,1055
E01003026,Born outside the UK,446
E01003027,Does not apply,0
E01003027,Born in the UK,1013
E01003027,Born outside the UK,379
E01003028,Does not apply,0
E01003028,Born in the UK,999
E01003028,Born outside the UK,480
E01003029,Does not apply,0
E01003029,Born in the UK,1156
E01003029,Born outside the UK,671
E01003030,Does not apply,0
E01003030,Born in the UK,1170
E01003030,Born outside the UK,552
E01003031,Does not apply,0
E01003031,Born in the UK,1005
E01003031,Born outside the UK,569
E01003032,Does not apply,0
E01003032,Born in the UK,1016
E01003032,Born outside the UK,705
E01003033,Does not apply,0
E01003033,Born in the UK,1177
E01003033,Born outside the UK,441
E01003034,Does not apply,0
E01003034,Born in the UK,1049
E01003034,Born outside the UK,593
E01003035,Does not apply,0
E01003035,Born in the UK,1059
E01003035,Born outside the UK,628
E01003036,Does not apply,0
E01003036,Born in the UK,1135
E01003036,Born outside the UK,624
E01003037,Does not apply,0
E01003037,Born in the UK,920
E01003037,Born outside the UK,520
E01003038,Does not apply,0
E01003038,Born in the UK,1194
E01003038,Born outside the UK,508
E01003039,Does not apply,0
E01003039,Born in the UK,1375
E01003039,Born outside the UK,667
E01003040,Does not apply,0
E01003040,Born in the UK,837
E01003040,Born outside the UK,408
E01003041,Does not apply,0
E01003041,Born in the UK,943
E01003041,Born outside the UK,577
E01003042,Does not apply,0
E01003042,Born in the UK,667
E01003042,Born outside the UK,440
E01003043,Does not apply,0
E01003043,Born in the UK,1113
E01003043,Born outside the UK,505
E01003044,Does not apply,0
E01003044,Born in the UK,867
E01003044,Born outside the UK,544
E01003045,Does not apply,0
E01003045,Born in the UK,1069
E01003045,Born outside the UK,920
E01003046,Does not apply,0
E01003046,Born in the UK,944
E01003046,Born outside the UK,736
E01003047,Does not apply,0
E01003047,Born in the UK,1025
E01003047,Born outside the UK,764
E01003048,Does not apply,0
E01003048,Born in the UK,1031
E01003048,Born outside the UK,882
E01003049,Does not apply,0
E01003049,Born in the UK,991
E01003049,Born outside the UK,777
E01003050,Does not apply,0
E01003050,Born in the UK,1080
E01003050,Born outside the UK,504
E01003051,Does not apply,0
E01003051,Born in the UK,1314
E01003051,Born outside the UK,785
E01003052,Does not apply,0
E01003052,Born in the UK,1235
E01003052,Born outside the UK,991
E01003053,Does not apply,0
E01003053,Born in the UK,1085
